Job_title,Company,State,City,Min_Salary,Max_Salary,Rating,Date_Posted,Valid_until,Job_Type
Data Engineer,InfoVision Inc.,Texas,Plano,49772,95705,3.0,2020-05-01,2020-06-06,FULL_TIME
Immediate Opening - Senior Developer / Data Engineer,Photon Infotech,Texas,Irving,87563,160928,3.0,2020-05-07,2020-06-06,FULL_TIME
Data Analyst III,Centene Corporation,Texas,Austin,92764,95368,3.2,2020-05-06,2020-06-06,FULL_TIME
Lead Solutions Architect - Big Data,"Onica, a Rackspace Company",Texas,Dallas,111214,207785,4.3,2020-05-07,2020-06-06,FULL_TIME
Data Engineer,Frontend Arts,Texas,Houston,81893,102494,4.5,2020-05-05,2020-06-06,FULL_TIME
Data Engineer (REMOTE),SocialChorus,Texas,Austin,85707,160765,3.7,2020-05-05,2020-06-06,FULL_TIME
Business Data Analyst,Academic Partnerships,Texas,Dallas,51080,99680,4.0,2020-04-28,2020-06-06,FULL_TIME
Data Analyst III,Superior HealthPlan,Texas,Austin,67895,116073,3.3,2020-05-07,2020-06-06,FULL_TIME
Senior Data Analyst,TEEMA,Texas,Dallas,68492,89373,4.7,2020-05-02,2020-06-06,FULL_TIME
Data Analyst - (Forensic),"Marlabs, Inc",Texas,Houston,37835,70291,4.4,2020-05-06,2020-06-06,FULL_TIME
Sr. Big Data Engineer (Apache/Spark),Securonix,Texas,Addison,81872,107497,3.1,2020-05-06,2020-06-06,FULL_TIME
Sr Data Engineer Hadoop,NTT DATA Corporation,Texas,Plano,64283,121701,3.3,2020-05-07,2020-06-06,FULL_TIME
Data Engineer,Athreya Inc,Texas,Dallas,72676,102840,4.5,2020-05-01,2020-06-06,FULL_TIME
Big Data Engineer,"Digital Intelligence Systems, LLC",Texas,Irving,57279,111553,3.7,2020-05-05,2020-06-06,FULL_TIME
Data Engineer (immediate Interview),"Key Business Solutions, Inc.",Texas,Plano,56318,106569,3.6,2020-05-06,2020-06-06,FULL_TIME
Data Analyst,"ZeniMax Media, Inc.",Texas,Dallas,87404,112948,3.4,2020-05-05,2020-06-06,FULL_TIME
Big Data Engineer,Tiger Analytics,Texas,Dallas,48232,89155,4.6,2020-05-01,2020-06-06,FULL_TIME
Data Analyst II,Superior HealthPlan,Texas,Austin,55183,95771,3.3,2020-05-07,2020-06-06,FULL_TIME
Director of Data Analytics,Omnitracs,Texas,Dallas,80937,118287,3.1,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Lockheed Martin,Texas,Fort Worth,67052,72957,3.8,2020-04-29,2020-06-06,FULL_TIME
Data Engineer,Apple,Texas,Austin,94041,119218,4.1,2020-05-01,2020-06-06,FULL_TIME
Data Modeler with IDA,"Tanisha Systems, Inc.",Texas,San Antonio,44434,75440,3.8,2020-05-05,2020-06-06,FULL_TIME
Director Data Science and Advanced Analytics,"NextEra Energy, Inc.",Texas,Houston,107812,165765,3.2,2020-05-07,2020-06-06,FULL_TIME
Data Science Manager,Southwestern Energy,Texas,Spring,108576,169672,3.6,2020-05-07,2020-06-06,FULL_TIME
"Big Data Engineer, COBOL, PySpark",iLink Systems Inc.,Texas,Dallas,53234,105269,3.9,2020-05-07,2020-06-06,FULL_TIME
Lead Data Analyst,ArcBest,Texas,Plano,71002,88453,3.6,2020-05-02,2020-06-06,FULL_TIME
Application Vulnerability Governance Lead Data Analyst,Citi,Texas,Irving,70770,118565,3.6,2020-05-07,2020-06-06,FULL_TIME
Behavorial Health Data Analyst,LifePath Systems,Texas,Plano,44601,69508,3.5,2020-04-30,2020-06-06,FULL_TIME
Application Vulnerability Governance Lead Data Analyst,Citibank,Texas,Irving,60239,102773,3.7,2020-05-07,2020-06-06,FULL_TIME
Senior Staff Business/Data Analyst - Metric Certification,Charles Schwab Corporation,Texas,Westlake,54059,105058,3.6,2020-05-07,2020-06-06,FULL_TIME
"Data Engineer, Sr. (TIBCO)",Entergy,Texas,The Woodlands,63753,116406,3.7,2020-05-02,2020-06-06,FULL_TIME
Senior Data Analyst,Analytical Mechanics Associates,Texas,Dallas,73999,90377,3.5,2020-05-01,2020-06-06,PART_TIME
Senior Data Analyst,Excite Health Partners,Texas,Dallas,65390,105107,3.9,2020-04-29,2020-06-06,FULL_TIME
Big Data Engineer,"Onica, a Rackspace Company",Texas,Austin,84406,156399,4.3,2020-04-28,2020-06-06,FULL_TIME
Senior UX / Data Visualization Designer,MVPindex,Texas,Austin,80475,100451,3.5,2020-05-02,2020-06-06,FULL_TIME
Big Data Engineer,Open Systems Technologies,Texas,Irving,60668,110380,3.2,2020-05-05,2020-06-06,FULL_TIME
Senior Data Analyst,Charles Schwab,Texas,Westlake,72445,83576,3.6,2020-04-29,2020-06-06,FULL_TIME
Senior Data Engineer,Unizin,Texas,Austin,102316,121634,5.0,2020-04-28,2020-06-06,FULL_TIME
Senior Data Analyst,Convene Technologies,Texas,San Antonio,72546,89415,3.3,2020-05-01,2020-06-06,FULL_TIME
Clinical Data Reporter,Natera,Texas,Austin,44393,78229,3.7,2020-05-01,2020-06-06,FULL_TIME
Data Analyst/Programmer,APN Consulting Inc,Texas,Irving,56313,95407,4.2,2020-05-02,2020-06-06,FULL_TIME
Environmental Data Specialist,GEI Consultants Inc,Texas,Dallas,36154,47201,4.3,2020-05-01,2020-06-06,FULL_TIME
"Reporting Data Engineer, Ad Platforms",Apple,Texas,Austin,94041,119218,4.1,2020-05-07,2020-06-06,FULL_TIME
Data Analyst I,VUMI Group,Texas,Dallas,66965,70573,3.1,2020-04-29,2020-06-06,FULL_TIME
Assessment Data Analyst (Campus Testing Coordinator) Pool Leadership Academy Network (LAN),Fort Worth Independent School District,Texas,Fort Worth,19857,38127,3.5,2020-05-02,2020-06-06,FULL_TIME
Junior Data Analyst,Assembly,Texas,Austin,30608,56630,3.4,2020-04-30,2020-06-06,FULL_TIME
+ Global Process Data Analyst,InfoQuest Consulting Group,Texas,Fort Worth,56690,69770,4.7,2020-04-24,2020-06-06,FULL_TIME
"Data Engineer or Data Engineer, Sr",Entergy,Texas,The Woodlands,54118,101452,3.7,2020-05-06,2020-06-06,FULL_TIME
Senior Big Data Engineer/Architect (TX/OH/NJ)- 5 Openings,"American Cybersystems, Inc.",Texas,Houston,50308,93458,3.9,2020-04-25,2020-06-06,FULL_TIME
Sr. Data Engineer,Irvine Technology Corporation,Texas,Houston,48204,91026,4.0,2020-05-01,2020-06-06,FULL_TIME
Data & Analytics Consultant (DAL),SEI,Texas,Dallas,46572,71444,3.9,2020-05-02,2020-06-06,FULL_TIME
Revenue Data Analyst,Behavioral Health Group,Texas,Dallas,33414,58921,3.0,2020-05-07,2020-06-06,FULL_TIME
"Senior Data Analyst, Ad Platforms",Apple,Texas,Austin,62994,123103,4.1,2020-05-03,2020-06-06,FULL_TIME
Big Data Engineer (Kafka),Frontend Arts,Texas,Irving,60924,91092,4.5,2020-05-04,2020-06-06,FULL_TIME
"Sr Data Engineer (Python, AWS)",United Software Group,Texas,San Antonio,51927,98989,3.6,2020-04-29,2020-06-06,FULL_TIME
Senior Data Engineer,"InfoVision, Inc.",Texas,Plano,96224,173073,3.0,2020-04-24,2020-06-06,FULL_TIME
Claims Data Analyst,GAINSCO,Texas,Dallas,54600,63492,3.9,2020-04-30,2020-06-06,FULL_TIME
Assessment Data Analyst (Campus Testing Coordinator) Pool,Fort Worth Independent School District,Texas,Fort Worth,19857,38127,3.5,2020-05-01,2020-06-06,FULL_TIME
Staff Big Data Engineer,Infoblox Inc.,Texas,Austin,85245,159395,4.2,2020-04-26,2020-06-06,FULL_TIME
Data Engineer,Slalom LLC.,Texas,Houston,88402,102232,4.2,2020-04-29,2020-06-06,FULL_TIME
RAPD Risk Platforms & Data - Analyst,Goldman Sachs,Texas,Dallas,55284,98071,3.9,2020-04-25,2020-06-06,FULL_TIME
Big Data Engineer,Tachyon Technologies LLC,Texas,Irving,62560,93109,4.6,2020-04-28,2020-06-06,FULL_TIME
"Population Science - Project Coordinator I, II and III - Data Science",UT Southwestern Medical Center,Texas,Dallas,51270,56468,3.7,2020-04-24,2020-06-06,FULL_TIME
"Digital Transformation & Management, Data Architect",Grant Thornton,Texas,Dallas,95424,120548,3.6,2020-05-07,2020-06-06,FULL_TIME
Public Health Data Analyst,City of Lubbock,Texas,Lubbock,29500,51375,3.9,2020-05-02,2020-06-06,FULL_TIME
Reporting Data Architect,Apple,Texas,Austin,82836,136678,4.1,2020-04-24,2020-06-06,FULL_TIME
Tech Consulting Manager - Big Data Engineer,EY,Texas,Austin,98718,105090,3.8,2020-05-07,2020-06-06,FULL_TIME
Tech Consulting Senior - Big Data Engineer,EY,Texas,Austin,85831,106392,3.8,2020-05-07,2020-06-06,FULL_TIME
Data Analytics Manager,AIG,Texas,Houston,103471,145207,3.2,2020-04-25,2020-06-06,FULL_TIME
"Cloud Data Engineer, Google Professional Services",Google,Texas,Addison,92015,125285,4.4,2020-04-28,2020-06-06,FULL_TIME
"Population Science Data Analyst I, II and III - Data Science",UT Southwestern Medical Center,Texas,Dallas,66241,70821,3.7,2020-05-02,2020-06-06,FULL_TIME
Reporting Data Operations Engineer,Apple,Texas,Austin,54915,94155,4.1,2020-04-24,2020-06-06,FULL_TIME
Senior Data Engineer,Capital One,Texas,Plano,104759,110024,3.8,2020-05-01,2020-06-06,FULL_TIME
Lead/Principal Data Engineer,Boston Consulting Group,Texas,Dallas,95571,116892,4.3,2020-05-06,2020-06-06,FULL_TIME
Application Vulnerability Governance Data Analyst,Citi,Texas,Irving,56359,86120,3.6,2020-05-02,2020-06-06,FULL_TIME
"Product Owner, Data Analyst",Charles Schwab,Texas,Westlake,59486,100498,3.6,2020-05-06,2020-06-06,FULL_TIME
Senior Business/Data Analyst-Irving-VP/C13 - R,Citi,Texas,Irving,78759,145179,3.6,2020-05-05,2020-06-06,FULL_TIME
Digital SW Eng Lead/Data Engineer,TECHNOCRAFT Solutions,Texas,Irving,120615,123446,3.6,2020-05-01,2020-06-06,FULL_TIME
IT Engineer - Data Repository and Platform Delivery and Support,Hewlett Packard Enterprise,Texas,Houston,85093,101196,3.8,2020-05-02,2020-06-06,FULL_TIME
Application Vulnerability Governance Data Analyst,Citibank,Texas,Irving,36956,50975,3.7,2020-05-02,2020-06-06,FULL_TIME
Senior Business/Data Analyst-Irving-VP/C13 - R,Citibank,Texas,Irving,116750,210331,3.7,2020-05-05,2020-06-06,FULL_TIME
Data Science Manager,Sphere Software LLC,Texas,Austin,122652,144576,0.0,2020-05-07,2020-06-06,FULL_TIME
"Network Data Analyst, NSW",Nokia,Texas,Dallas,46041,80014,4.1,2020-05-01,2020-06-06,FULL_TIME
Data Analyst - Report Writer,EAG Services,Texas,Houston,35455,77407,4.6,2020-04-27,2020-06-06,FULL_TIME
SAS Data Analyst III(With SOL & Tableau),PROLIM Global Corporation,Texas,Dallas,58703,82296,3.5,2020-04-28,2020-06-06,FULL_TIME
"Director and Facilitator, Data Science Community",GasPedal,Texas,Austin,91948,107391,3.5,2020-04-30,2020-06-06,FULL_TIME
Data Science Director,Sphere Software LLC,Texas,Austin,158967,165808,0.0,2020-05-07,2020-06-06,FULL_TIME
Senior Athletics Assistant (Data Analysis),Texas A&amp;amp;M University,Texas,College Station,60739,69867,4.3,2020-05-06,2020-06-06,FULL_TIME
Data Infrastructure Engineer (Sensia),Rockwell Automation,Texas,Houston,77722,98231,3.8,2020-04-29,2020-06-06,FULL_TIME
Sr Data Engineer,"InfoVision, Inc.",Texas,Plano,83748,153672,3.0,2020-04-28,2020-06-06,FULL_TIME
Merchant Data Analyst,GetUpside,Texas,Austin,33547,79470,5.0,2020-04-24,2020-06-06,FULL_TIME
(Senior) Data Engineer,Boston Consulting Group,Texas,Dallas,84456,108389,4.3,2020-05-06,2020-06-06,FULL_TIME
Azure Data Engineer,"TekLeaders, Inc",Texas,Irving,50561,96836,5.0,2020-04-30,2020-06-06,FULL_TIME
Senior Data Engineer,Mr. Cooper,Texas,Lewisville,121172,132029,3.2,2020-05-03,2020-06-06,FULL_TIME
Data Engineer/Developer,"CGI Group, Inc.",Texas,Dallas,76381,90510,3.5,2020-05-01,2020-06-06,FULL_TIME
Data Modeler,Cyber Warrior Network,Texas,San Antonio,85937,100798,0.0,2020-04-29,2020-06-06,FULL_TIME
Sr. Big Data Engineer (SOLR/Elastic),Securonix,Texas,Addison,81872,107497,3.1,2020-05-06,2020-06-06,FULL_TIME
Data Modeler / Data Architect,Kairos Technologies,Texas,Dallas,94697,110601,4.1,2020-04-28,2020-06-06,FULL_TIME
Federal - Data Engineer - Senior,Solekai Systems Corp,Texas,Dallas,82788,154088,4.2,2020-04-28,2020-06-06,FULL_TIME
Data Engineer Manager,Amazon,Texas,Dallas,102730,143172,3.9,2020-04-26,2020-06-06,FULL_TIME
"Solutions Architect, Sr. (Data Applications)",Entergy,Texas,The Woodlands,83822,138968,3.7,2020-04-30,2020-06-06,FULL_TIME
Data Analyst II,Virtus Partners,Texas,Houston,42538,49367,2.8,2020-04-29,2020-06-06,FULL_TIME
"** REMOTE WORK/ Multiple Locations - URGENT NEED CONTRACT Sr. Data Engineer ( DW ETL and Big data ,) **********",EOK Technologies Inc,Texas,Austin,75956,137979,3.3,2020-05-04,2020-06-06,CONTRACTOR
Data Engineer - Wallet Payments & Commerce,Apple,Texas,Austin,94041,119218,4.1,2020-05-02,2020-06-06,FULL_TIME
Data Analyst -0517 Suv,Vastika,Texas,Irving,44601,78354,3.8,2020-04-25,2020-06-06,FULL_TIME
"Senior Data Analyst, Battle.net & Online Products",Blizzard Entertainment,Texas,Austin,64734,119910,3.8,2020-05-05,2020-06-06,FULL_TIME
Data Analyst III,Virtus Partners,Texas,Houston,48748,54766,2.8,2020-04-29,2020-06-06,FULL_TIME
Healthcare Data Analyst - Remote,Allscripts,Texas,Austin,45173,80899,3.4,2020-04-26,2020-06-06,FULL_TIME
"Data Analyst, Revenue Operations",Kasasa,Texas,Austin,58386,110083,4.2,2020-04-25,2020-06-06,FULL_TIME
Sr. Data Engineer,Anblicks,Texas,Dallas,85232,107322,4.1,2020-05-06,2020-06-06,FULL_TIME
"Software Engineer – Data/Backend, AMP Data Science & Analytics",Apple,Texas,Austin,94041,119218,4.1,2020-05-06,2020-06-06,FULL_TIME
Business Strategy and Planning Director - Data Science Strategy,USAA,Texas,Plano,115506,197715,3.6,2020-04-24,2020-06-06,FULL_TIME
Sr. Data Engineer,BRIGHT HEALTH,Texas,Austin,95254,168107,3.4,2020-05-02,2020-06-06,FULL_TIME
Data Engineer - Army Futures Command,SAIC,Texas,Austin,83535,88753,3.6,2020-04-24,2020-06-06,FULL_TIME
Data Science Specialist – Architect,Wise Men Consultants,Texas,Houston,97758,117748,2.7,2020-04-24,2020-06-06,FULL_TIME
Python Data Engineer/Developer (9-15 yrs),Wise Men Consultants,Texas,Houston,102230,127435,2.7,2020-04-24,2020-06-06,FULL_TIME
Senior Strategy Data Analyst,Central Health,Texas,Austin,74158,97028,3.6,2020-05-01,2020-06-06,FULL_TIME
Strategic Data Analyst III - Strategic Planning Divsion,TxDOT,Texas,Austin,89206,96460,3.7,2020-04-30,2020-06-06,PART_TIME
Big Data Engineer with Cassandra and Spark,LiveMindz,Texas,Dallas,72676,102091,0.0,2020-04-28,2020-06-06,FULL_TIME
Data Analyst (Grant Funded),Central Health,Texas,Austin,39778,69892,3.6,2020-04-25,2020-06-06,FULL_TIME
Management Analyst IV (Senior Data Analyst),Houston Public Library,Texas,Dallas,60514,75124,3.6,2020-04-28,2020-06-06,FULL_TIME
Sr Advanced Data Architect/Data Engineer,Resideo,Texas,Austin,82387,106388,2.9,2020-04-30,2020-06-06,FULL_TIME
DPS - FIN - CAPPS Financial Senior Data Analyst,TEXAS DEPARTMENT OF PUBLIC SAFETY,Texas,Austin,63706,73858,3.7,2020-04-29,2020-06-06,FULL_TIME
Sr Data Modeler,sydata,Texas,Irving,109626,113231,3.5,2020-04-29,2020-06-06,FULL_TIME
Merchant Success Data Analyst,GetUpside,Texas,Austin,33547,79470,5.0,2020-04-29,2020-06-06,FULL_TIME
Data Analyst III - Disease Control Clinicial Prevention,HARRIS COUNTY,Texas,Houston,47130,80620,3.3,2020-05-01,2020-06-06,FULL_TIME
Data Engineer - Relocate to Washington D.C.,CIA,Texas,Houston,83649,113534,3.7,2020-05-01,2020-06-06,FULL_TIME
"Associate, Strategy and Operations (Data Analyst IV)",TEXAS EDUCATION AGENCY,Texas,Austin,57001,72041,2.6,2020-05-06,2020-06-06,FULL_TIME
Sr. Data & ML Engineer,Amazon,Texas,Dallas,105992,136952,3.9,2020-04-27,2020-06-06,FULL_TIME
Data Governance Lead,Entergy,Texas,The Woodlands,45724,98256,3.7,2020-04-26,2020-06-06,FULL_TIME
Aircraft Data Analyst,ForeFlight,Texas,Houston,46677,75545,3.3,2020-04-25,2020-06-06,FULL_TIME
"Engineering Manager, Data Infrastructure",Duo Security,Texas,Austin,118866,127185,4.5,2020-04-24,2020-06-06,FULL_TIME
Management Analyst IV (Senior Data Analyst),City of Houston,Texas,Houston,37244,129543,3.2,2020-04-28,2020-06-06,FULL_TIME
Contract Data Analyst,"Amyx, Inc.",Texas,San Antonio,57070,87171,3.8,2020-04-30,2020-06-06,CONTRACTOR
Senior Strategy Data Analyst,CommUnityCare,Texas,Austin,84556,99185,3.0,2020-05-01,2020-06-06,FULL_TIME
Data Analyst Lead - SAP,Capgemini,Texas,Houston,93761,103321,3.8,2020-05-01,2020-06-06,FULL_TIME
Data Analyst (Grant Funded),CommUnityCare,Texas,Austin,38355,67641,3.0,2020-04-25,2020-06-06,FULL_TIME
Big Data Engineer- AdvisorAnalytics,CVS Health,Texas,Irving,50251,92591,2.8,2020-04-25,2020-06-06,FULL_TIME
Data Visualization and Analytics Consultant,Slalom LLC.,Texas,Houston,87171,117352,4.2,2020-04-29,2020-06-06,FULL_TIME
Senior Big Data Engineer,RMS Computer,Texas,Irving,67353,123122,3.6,2020-05-06,2020-06-06,FULL_TIME
Senior Developer - Data Engineer |,Photon Infotech,Texas,Irving,93358,109410,3.0,2020-04-30,2020-06-06,FULL_TIME
Developer - Data Engineer |,Photon Infotech,Texas,Irving,70318,101075,3.0,2020-04-30,2020-06-06,FULL_TIME
QA Automaion Data Science,Sunmerge Systems Inc,Texas,Houston,80488,117748,2.8,2020-04-28,2020-06-06,FULL_TIME
Academic Data Analyst : Central Management Office,Uplift Education,Texas,Dallas,44214,63751,2.8,2020-04-25,2020-06-06,FULL_TIME
Sr Data Engineer,Sphinix Solutions,Texas,Plano,98991,123495,1.0,2020-05-05,2020-06-06,FULL_TIME
Lead Data Engineer,BRIGHT HEALTH,Texas,Austin,93226,165946,3.4,2020-04-28,2020-06-06,FULL_TIME
Marketing Data Consultant,Reynolds and Reynolds,Texas,Houston,57088,84374,3.4,2020-04-25,2020-06-06,FULL_TIME
Lead Data Engineer,Capital One,Texas,Plano,106757,140944,3.8,2020-04-30,2020-06-06,FULL_TIME
Data Engineer - Orion,"ZeniMax Media, Inc.",Texas,Dallas,61795,74447,3.4,2020-05-01,2020-06-06,FULL_TIME
Data Analyst II - Retail,ENGIE North America,Texas,Houston,45333,52725,3.9,2020-04-24,2020-06-06,FULL_TIME
Data Scientist,ManTech,Virginia,Chantilly,108486,145165,4.1,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,GEICO,Maryland,Chevy Chase,69285,113337,3.3,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,Tecolote Research,District of Columbia,Washington,74791,102528,4.0,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Systems &amp;amp; Technology Research,Virginia,Arlington,94721,115685,4.7,2020-04-25,2020-06-06,FULL_TIME
Data Scientist,Booz Allen Hamilton Inc.,Maryland,Annapolis Junction,76575,116705,3.7,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Novetta,Maryland,Annapolis Junction,98457,117062,4.1,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,ManTech,Virginia,Herndon,107971,114861,4.1,2020-05-01,2020-06-06,FULL_TIME
Streaming Data Engineer,GetWellNetwork,Maryland,Bethesda,93193,104508,4.7,2020-04-24,2020-06-06,FULL_TIME
Senior Data Scientist,ManTech,Virginia,Alexandria,152636,165075,4.1,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,The Knot Worldwide,District of Columbia,Washington,76616,102469,3.6,2020-05-06,2020-06-06,FULL_TIME
Senior Data Scientist,Amazon,Virginia,Herndon,114390,155798,3.9,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,Seen by Indeed,District of Columbia,Washington,70240,116338,0.0,2020-04-25,2020-06-06,FULL_TIME
Aviation FOQA Data Scientist Sr.,MITRE,Virginia,McLean,91416,147027,3.2,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Mathematica Policy Research,District of Columbia,Washington,99264,132056,3.3,2020-04-30,2020-06-06,FULL_TIME
Future Opportunity: Data Engineer,AVANADE,North Carolina,Raleigh,52024,99286,3.9,2020-04-29,2020-06-06,FULL_TIME
Product Engineer – Data Science,Esri,Virginia,Arlington,67446,82227,3.6,2020-04-25,2020-06-06,FULL_TIME
Senior Data Scientist,Novetta,Virginia,Herndon,112161,181839,4.1,2020-04-25,2020-06-06,FULL_TIME
Data Scientist - Defense & Intelligence,Elder Research,Virginia,McLean,95113,106971,3.8,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Department of Energy,District of Columbia,Washington,76631,127462,3.6,2020-05-02,2020-06-06,FULL_TIME
Data Scientist active TS/SCI,LMI,Virginia,Fort Belvoir,78503,131882,3.9,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Expression Networks,District of Columbia,Washington,74963,121611,4.7,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,U.S. General Services Administration,District of Columbia,Washington,81690,134847,3.9,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,West 4th Strategy,District of Columbia,Washington,86300,113249,5.0,2020-05-05,2020-06-06,FULL_TIME
Data Scientist,IT Resonance Inc,Virginia,Arlington,58322,100095,4.3,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Artlin Consulting,Virginia,Arlington,86300,113249,4.1,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,"Applied Research Associates, Inc.",Virginia,Arlington,58594,99386,3.7,2020-05-03,2020-06-06,FULL_TIME
Data Scientist,CIA,District of Columbia,Washington,103560,132838,3.7,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Fannie Mae,District of Columbia,Washington,102316,140080,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Analytica,District of Columbia,Washington,65493,110872,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,Meridian Knowledge Solutions,District of Columbia,Washington,74963,121611,3.1,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,Storyblocks,Virginia,Arlington,74963,121611,4.9,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,Koch Industries,Virginia,Arlington,103270,133441,3.6,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Pandera Systems,Virginia,Arlington,120041,151249,4.3,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,Na Ali&amp;#039;i,District of Columbia,Washington,81933,136242,4.2,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Navigant Consulting,District of Columbia,Washington,45951,78323,3.2,2020-05-01,2020-06-06,FULL_TIME
"Data Scientist, Senior",Novetta,Virginia,Fort Belvoir,112161,181839,4.1,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,DCS CORPORATION,Virginia,Alexandria,68857,117241,4.1,2020-04-25,2020-06-06,FULL_TIME
Data Scientist,University of Maryland,Maryland,College Park,90874,109430,4.3,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,Pragmatics,Maryland,Suitland,61402,103866,2.8,2020-05-03,2020-06-06,FULL_TIME
Data Scientist,Thomson Reuters Corporation,Virginia,Mc Lean,91072,145746,3.6,2020-05-07,2020-06-06,FULL_TIME
Junior Data Scientist,World Bank,District of Columbia,Washington,53663,92754,3.9,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,"Culmen International, LLC",District of Columbia,Washington,80686,113974,3.8,2020-04-28,2020-06-06,FULL_TIME
Data Scientist,The Rock Creek Group,District of Columbia,Washington,77283,129486,4.7,2020-04-29,2020-06-06,FULL_TIME
Data Scientist,Ollie&amp;#039;s Bargain Outlet,Virginia,Alexandria,65120,109030,2.9,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Cognosante,Virginia,Mc Lean,71930,120664,3.0,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Resolvit.com,District of Columbia,Washington,75017,120728,4.2,2020-04-30,2020-06-06,FULL_TIME
Data Scientist,1901 Group,Virginia,Arlington,79171,126697,3.1,2020-04-29,2020-06-06,FULL_TIME
Data Scientist,Royce Geospatial,Virginia,Springfield,95407,126717,5.0,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Pivotal Software,District of Columbia,Washington,112093,149318,4.4,2020-04-29,2020-06-06,FULL_TIME
Data Scientist,Sprezzatura Management Consulting,District of Columbia,Washington,70240,116338,0.0,2020-05-06,2020-06-06,FULL_TIME
Data Engineer,Novetta,Virginia,Springfield,90535,100724,4.1,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Knowesis Inc.,Texas,San Antonio,62395,87899,4.4,2020-05-03,2020-06-06,FULL_TIME
Data Scientist - Mid Level,I-Link Solutions,District of Columbia,Washington,66348,115540,4.7,2020-04-25,2020-06-06,FULL_TIME
Data Scientist,Akima Management Services,District of Columbia,Washington,73030,106117,3.2,2020-05-05,2020-06-06,FULL_TIME
Sr. Principal Data Scientist,Northrop Grumman,Virginia,Fairfax,122794,195305,3.7,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,ALQIMI,Virginia,Rosslyn,70240,116338,4.4,2020-05-07,2020-06-06,FULL_TIME
Sr Data Scientist,Sierra Nevada Corporation,Virginia,Herndon,107655,174265,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,Public Broadcasting Service,Virginia,Arlington,89383,104525,3.8,2020-04-28,2020-06-06,FULL_TIME
Data Engineer,Excella Consulting,Virginia,Arlington,80388,90488,4.0,2020-04-27,2020-06-06,FULL_TIME
Data Scientist,Tetra Tech,District of Columbia,Washington,103024,130269,3.9,2020-04-25,2020-06-06,FULL_TIME
Data Scientist,Information Gateways,Virginia,Alexandria,69552,84816,3.3,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,SAIC,District of Columbia,Washington,88352,110797,3.6,2020-04-24,2020-06-06,FULL_TIME
Data Scientist,TransVoyant,Virginia,Alexandria,74963,121611,3.0,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Carolina Power &amp;amp; Light Co,Virginia,McLean,83852,137111,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,Research Innovations,Virginia,Alexandria,103449,130884,4.7,2020-04-25,2020-06-06,FULL_TIME
Data Scientist,Tek Leaders,Maryland,Rockville,89396,123728,3.5,2020-05-02,2020-06-06,FULL_TIME
Data Scientist,Valiant Integrated Services,Virginia,McLean,70677,117046,3.3,2020-05-02,2020-06-06,FULL_TIME
Data Analyst,ID.me,Virginia,McLean,76089,99510,3.3,2020-04-29,2020-06-06,FULL_TIME
Data Scientist/Lead Data Scientist,BlueLabs,District of Columbia,Washington,113152,152695,4.6,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,Noblis,Virginia,Reston,75835,101374,4.0,2020-05-01,2020-06-06,FULL_TIME
Data Scientist,Berico Technologies,Virginia,Springfield,77725,130330,3.5,2020-05-06,2020-06-06,FULL_TIME
Data Scientist,The Aerospace Corporation,Virginia,Chantilly,102641,119000,3.8,2020-05-07,2020-06-06,FULL_TIME
Data Scientist,Varen Technologies,Virginia,McLean,95407,126717,4.2,2020-04-29,2020-06-06,FULL_TIME
