Job_title,Company,State,City,Min_Salary,Max_Salary,Rating,Date_Posted,Valid_until,Job_Type
Data Engineer,Aeronautical Systems,Virginia,Sterling,65660,75291,4.1,2020-05-07,2020-06-06,FULL_TIME
Data Engineer - Mid level,Ippon Technologies,District of Columbia,Washington,81762,96674,4.5,2020-04-30,2020-06-06,FULL_TIME
Senior Data Engineer,Pivotal Software,District of Columbia,Washington,129483,138931,4.4,2020-04-30,2020-06-06,FULL_TIME
"Data Engineer and Architect, Senior Consultant",Navigant Consulting,District of Columbia,Washington,58326,103532,3.2,2020-05-01,2020-06-06,FULL_TIME
"Data Engineer, Senior Consultant with Security Clearance",Guidehouse,District of Columbia,Washington,106284,191206,3.2,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,BlueVoyant,Maryland,College Park,83949,100884,4.2,2020-04-25,2020-06-06,FULL_TIME
Data Engineer,General Dynamics,Maryland,Annapolis Junction,50892,90874,3.5,2020-05-07,2020-06-06,FULL_TIME
E-09-311 Data Scientist,Axiologic Solutions,Virginia,Fairfax,74963,121611,4.4,2020-04-28,2020-06-06,FULL_TIME
"AI Data Engineer, Senior Consultant",Guidehouse,District of Columbia,Washington,95426,177205,3.2,2020-04-24,2020-06-06,FULL_TIME
"Data Scientist Architect, Senior",Booz Allen Hamilton Inc.,Maryland,Fort Meade,87939,135810,3.7,2020-04-24,2020-06-06,FULL_TIME
Support Scientist Ocean Data Assimilation,IM Systems Group,Maryland,College Park,40261,91137,3.5,2020-05-01,2020-06-06,FULL_TIME
Data Scientist - Technical Targeter,CACI International,Virginia,Chantilly,89506,147180,3.5,2020-04-25,2020-06-06,FULL_TIME
Data Engineer,Boeing Intelligence &amp;amp; Analytics,Virginia,Crystal City,91172,101266,3.9,2020-04-24,2020-06-06,FULL_TIME
"AI Cloud DevOps Engineer - Data Science, Senior Consultant",Navigant Consulting,District of Columbia,Washington,51176,86862,3.2,2020-05-01,2020-06-06,FULL_TIME
"AI UI Web App Developer Data Science, Senior Consultant",Navigant Consulting,District of Columbia,Washington,49495,99791,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,Chenega MIOS,Virginia,Springfield,68826,123158,4.3,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,"ZeniMax Media, Inc.",Maryland,Rockville,62986,81374,3.4,2020-05-02,2020-06-06,FULL_TIME
Data Scientist - Adversarial Machine Learning for Cyber Exploitation,"Bluemont Technology &amp;amp; Research, Inc.",Maryland,Bethesda,70240,116338,0.0,2020-05-03,2020-06-06,FULL_TIME
Cloud Data Architect - Senior Consultant,Guidehouse,District of Columbia,Washington,123555,153222,3.2,2020-05-05,2020-06-06,FULL_TIME
"Principal Associate, Data Science",Capital One,Virginia,McLean,96850,123958,3.8,2020-05-01,2020-06-06,FULL_TIME
Middle/Senior Big Data Engineer,AgileEngine,Maryland,Rockville,89328,110247,5.0,2020-05-07,2020-06-06,FULL_TIME
Data Scientist - Cyber Defense Vulnerabilities,"Bluemont Technology &amp;amp; Research, Inc.",Maryland,Bethesda,70240,116338,0.0,2020-05-03,2020-06-06,FULL_TIME
Python Data Engineer,Dahl Consulting,Virginia,Reston,45497,83892,4.5,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,Capital One,Virginia,McLean,96672,107942,3.8,2020-05-01,2020-06-06,FULL_TIME
Cloud DevOps Engineer – Data Science - Senior Consultant,Guidehouse,District of Columbia,Washington,118873,134532,3.2,2020-05-05,2020-06-06,FULL_TIME
"AI UI Web App Developer - Data Science, Senior Consultant",Navigant Consulting,District of Columbia,Washington,49495,99791,3.2,2020-04-24,2020-06-06,FULL_TIME
"AI Cloud DevOps Engineer - Data Science, Senior Consultant",Guidehouse,District of Columbia,Washington,96839,156930,3.2,2020-04-24,2020-06-06,FULL_TIME
Senior Customer Solutions Data Engineer,Salesforce,District of Columbia,Washington,131832,146036,4.3,2020-04-30,2020-06-06,FULL_TIME
Data Engineer- Secret Clearance,Deloitte,District of Columbia,Washington,92747,111044,3.9,2020-04-29,2020-06-06,FULL_TIME
PHP Data Engineer,Insomniac Design,District of Columbia,Washington,55665,79468,3.9,2020-04-24,2020-06-06,FULL_TIME
Data Engineer,Cognosante,Virginia,Mc Lean,63984,123389,3.0,2020-04-29,2020-06-06,FULL_TIME
Big Data Engineer,PVK Corporation,Maryland,Rockville,60065,110887,3.7,2020-05-07,2020-06-06,FULL_TIME
Data Engineer,ERPi,Virginia,Fairfax,53540,100876,3.8,2020-04-28,2020-06-06,FULL_TIME
Full Stack Developer - Data Science,Guidehouse,District of Columbia,Washington,58890,72830,3.2,2020-04-24,2020-06-06,FULL_TIME
Data Engineer,Attain,Virginia,Mc Lean,60583,105478,2.7,2020-04-26,2020-06-06,FULL_TIME
Data Science Specialist,The Aerospace Corporation,Virginia,Chantilly,81521,134646,3.8,2020-05-01,2020-06-06,FULL_TIME
Big Data Engineer Principal,SAIC,Virginia,Springfield,99648,119838,3.6,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,The Aerospace Corporation,Virginia,Chantilly,100468,117042,3.8,2020-05-05,2020-06-06,FULL_TIME
Data Engineer,eTek IT Service,Virginia,McLean,54279,104141,3.6,2020-04-25,2020-06-06,PART_TIME
Data Engineer,Qbase,Virginia,Reston,61190,115522,3.8,2020-05-05,2020-06-06,FULL_TIME
NOA2012: Support Scientist Ocean Data Assimilation,"I.M. Systems Group, Inc.",Maryland,College Park,40261,91137,3.5,2020-04-29,2020-06-06,FULL_TIME
NOA2013: Aerosol Data Assimilation,I.M. Systems Group,Maryland,College Park,27842,56870,3.5,2020-05-07,2020-06-06,FULL_TIME
Big Data Engineer/Developer,MSRCosmos,Virginia,McLean,66234,125457,3.8,2020-05-02,2020-06-06,FULL_TIME
Lead Data Engineer - Risk & Anti-Money Laundering Technology,Capital One,Virginia,McLean,111608,125262,3.8,2020-04-24,2020-06-06,FULL_TIME
Data Analytics Specialist,Cybermedia Technologies,Virginia,Springfield,49560,77573,3.7,2020-04-28,2020-06-06,FULL_TIME
"Data Engineer, Lead",Booz Allen Hamilton Inc.,Virginia,Arlington,95665,165443,3.7,2020-05-02,2020-06-06,FULL_TIME
Big Data Engineer,Peraton,Virginia,Chantilly,84051,97443,3.4,2020-05-01,2020-06-06,FULL_TIME
Data Science Specialist,Applied Research Associates,Virginia,Alexandria,89466,108735,3.7,2020-05-02,2020-06-06,FULL_TIME
Data Scientist SME,Berico Technologies,Virginia,Herndon,96728,158652,3.5,2020-05-06,2020-06-06,FULL_TIME
Data Engineer / Analytics,Blackspoke,Virginia,Springfield,99793,117643,5.0,2020-05-01,2020-06-06,FULL_TIME
Data Engineer,Jacobs,Virginia,Vienna,70353,77647,3.6,2020-04-30,2020-06-06,FULL_TIME
Big Data- Software Developer-Mid level,"Clarity Innovation, LLC",Maryland,College Park,84424,120012,5.0,2020-04-25,2020-06-06,FULL_TIME
"Principal Program Manager, Finance Operations Data Analytics",Amazon,Virginia,Arlington,50061,102101,3.9,2020-05-06,2020-06-06,FULL_TIME
SAS/SQL Data Analyst,"Panum Group, LLC",Virginia,Alexandria,54955,101171,4.1,2020-05-07,2020-06-06,FULL_TIME
Data & Analytics Consultant (DC),SEI,District of Columbia,Washington,45968,71211,3.9,2020-04-24,2020-06-06,FULL_TIME
Data Engineer,General Dynamics Mission Systems,Virginia,Chantilly,63209,111783,3.5,2020-05-06,2020-06-06,FULL_TIME
"Computer Scientist, AST, Data Analysis",NASA,Maryland,Greenbelt,92001,109660,4.4,2020-04-30,2020-06-06,FULL_TIME
"Data Engineer-Arlington, VA","DirectViz Solutions, LLC",Virginia,Arlington,83940,101403,3.1,2020-04-30,2020-06-06,FULL_TIME
Data Engineer,ICF,Virginia,Fairfax,93074,111044,3.5,2020-04-24,2020-06-06,FULL_TIME
Business Intelligence / Data Engineer,Amazon,Virginia,Herndon,67038,84623,3.9,2020-05-06,2020-06-06,FULL_TIME
ISR Data Engineer,Redhorse Corporation,Virginia,Arlington,66318,75858,3.6,2020-05-02,2020-06-06,FULL_TIME
AWS Data Engineer,Infinitive Inc,Virginia,Arlington,82829,93918,3.4,2020-04-29,2020-06-06,FULL_TIME
Software Data Engineer,Inovalon,Maryland,Bowie,64474,121434,2.5,2020-05-02,2020-06-06,FULL_TIME
Senior Data Science and AI/ML Specialist - US CIS R-SYNC (0919F),Redhorse Corporation,Virginia,Arlington,74843,86678,3.6,2020-05-01,2020-06-06,FULL_TIME
Senior Data Engineer,Cerebra Consulting Inc,Virginia,McLean,91750,164081,4.6,2020-05-02,2020-06-06,FULL_TIME
Support Scientist-Ocean Data Assimilation,IM Systems Group,Maryland,College Park,40261,91137,3.5,2020-05-05,2020-06-06,FULL_TIME
Coupled Data Assimilation Developer,"Science Systems and Applications, Inc",Maryland,Greenbelt,45423,83810,3.9,2020-05-01,2020-06-06,FULL_TIME
Security Data Engineer,BlueVoyant,Maryland,College Park,92357,157230,4.2,2020-04-30,2020-06-06,FULL_TIME
Cloud Data Engineer,Axiologic Solutions,Virginia,Alexandria,108661,121684,4.4,2020-05-05,2020-06-06,FULL_TIME
Data Scientist (SME LEAD),Perspecta,Maryland,Fort Meade,68055,113450,3.0,2020-04-28,2020-06-06,FULL_TIME
NOA2010: Ocean Data Assimilation,I.M. Systems Group,Maryland,College Park,50633,87305,3.5,2020-05-01,2020-06-06,FULL_TIME
Aerosol Data Assimilation,IMSG/NOAA,Maryland,College Park,27842,56870,3.5,2020-05-05,2020-06-06,FULL_TIME
Data Engineer - TS/SCI with Polygraph Required,LMI,Virginia,McLean,57935,105260,3.9,2020-05-06,2020-06-06,FULL_TIME
Federal - Data Engineer - Senior,Solekai Systems Corp,Virginia,Arlington,98506,180292,4.2,2020-04-25,2020-06-06,FULL_TIME
Cloud Data Engineer,Pandera Systems,Virginia,Arlington,102231,119306,4.3,2020-04-28,2020-06-06,FULL_TIME
DI Data Science Lead,Leidos,Virginia,McLean,118338,144117,3.4,2020-05-06,2020-06-06,FULL_TIME
Azure Data Engineer,Definitive Logic,Virginia,Arlington,76153,143773,4.4,2020-04-29,2020-06-06,FULL_TIME
Big Data Engineer,Huntington Ingalls Industries,Virginia,Springfield,68248,117211,3.7,2020-04-29,2020-06-06,FULL_TIME
Data Scientist SME,NCI Information Systems Inc.,Virginia,Reston,88809,145826,3.4,2020-04-25,2020-06-06,FULL_TIME
"Data Engineer, Senior",Booz Allen Hamilton Inc.,Virginia,Arlington,100967,123589,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Architect,Johns Hopkins University Applied Physics Laboratory,Maryland,Laurel,131343,162377,4.5,2020-05-01,2020-06-06,FULL_TIME
Senior BIG Data Developer / BIG Data Engineer,Zillion Technologies,Virginia,Vienna,45568,86788,3.4,2020-04-25,2020-06-06,FULL_TIME
Senior Manager Data Science- Model Risk,Capital One,Virginia,McLean,63010,126693,3.8,2020-05-06,2020-06-06,FULL_TIME
Data Engineer (Apache Spark),Acuity INC,Virginia,Reston,90748,115938,3.7,2020-05-07,2020-06-06,FULL_TIME
Sr Manager - Data Acquisition & Partnerships,ID.me,Virginia,McLean,44696,96160,3.3,2020-05-03,2020-06-06,FULL_TIME
Master Data Engineer - Card Technology,Capital One,Virginia,McLean,96672,107942,3.8,2020-05-03,2020-06-06,FULL_TIME
Senior Data Engineer - Risk & Anti-Money Laundering Technology,Capital One,Virginia,McLean,111787,123290,3.8,2020-05-02,2020-06-06,FULL_TIME
Big Data Engineer,E3 Federal Solutions,Virginia,Reston,82829,93918,4.5,2020-05-01,2020-06-06,FULL_TIME
Senior Data Engineer - Python | Spark (CreditWise),Capital One,Virginia,McLean,111787,123290,3.8,2020-05-02,2020-06-06,FULL_TIME
Lead Data Engineer,Capital One,Virginia,McLean,111608,125262,3.8,2020-05-05,2020-06-06,FULL_TIME
Software (Data) Engineer,SOS International LLC,Virginia,Vienna,85130,151575,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Literacy Curriculum Developer,DevTech Systems,Virginia,Arlington,43104,76040,2.9,2020-04-28,2020-06-06,FULL_TIME
Technical Lead - Data Engineer,BAE Systems USA,Virginia,McLean,71798,123629,3.6,2020-04-28,2020-06-06,FULL_TIME
Data Scientist (Mid-Level),Nyla Technology Solutions,Maryland,Annapolis Junction,65032,104609,5.0,2020-05-01,2020-06-06,FULL_TIME
Data Engineer - Generalist,DSC Resources.com,Virginia,Arlington,83949,100884,0.0,2020-04-25,2020-06-06,FULL_TIME
Data Engineer - Informatica SME,22nd Century Technologies,Virginia,McLean,85715,96664,3.7,2020-04-25,2020-06-06,FULL_TIME
Big Data Engineer,General Dynamics Information Technology,Maryland,Fort Meade,92341,105614,3.4,2020-05-07,2020-06-06,FULL_TIME
Lead Data Engineer- with TS/SCI security clearance,Simplion Technologies Inc,Virginia,Chantilly,95715,173187,3.8,2020-05-05,2020-06-06,FULL_TIME
Data Engineer Senior/Expert - TS/SCI,GRIMM,Virginia,Vienna,122701,154809,5.0,2020-04-28,2020-06-06,FULL_TIME
Data Science Instructor (SME) - TS/SCI with Polygraph,LMI,Virginia,McLean,96845,155898,3.9,2020-04-24,2020-06-06,FULL_TIME
"Data Engineer, Junior",Booz Allen Hamilton Inc.,Virginia,Herndon,73665,122482,3.7,2020-05-07,2020-06-06,FULL_TIME
Data Engineer & Analysis Liaison,STS Aviation,Virginia,Falls Church,52451,97251,3.0,2020-05-01,2020-06-06,FULL_TIME
Data Engineer (Senior) - TS/SCI with Polygraph,LMI,Virginia,McLean,79713,142180,3.9,2020-04-24,2020-06-06,FULL_TIME
Data Architect,Karsun Solutions LLC,Virginia,Herndon,137143,153226,3.4,2020-05-02,2020-06-06,FULL_TIME
Big Data Engineer,ALEX - Alternative Experts,Virginia,Springfield,65652,74681,4.0,2020-04-29,2020-06-06,FULL_TIME
Data Visualization Developer - TS/SCI with CI Polygraph Required,LMI,Maryland,Bethesda,70408,117126,3.9,2020-04-29,2020-06-06,FULL_TIME
Big Data Engineer,Data Works,Virginia,Reston,76811,100454,5.0,2020-04-24,2020-06-06,FULL_TIME
SE&I Data Warehouse Engineer,BAE Systems USA,Virginia,Sterling,91402,115466,3.6,2020-05-01,2020-06-06,FULL_TIME
"Data Modeler, Senior",Booz Allen Hamilton Inc.,Virginia,Springfield,90454,151998,3.7,2020-04-28,2020-06-06,FULL_TIME
123 - Big Data Engineer,Connvertex Technologies,Virginia,Alexandria,108661,121684,3.7,2020-04-29,2020-06-06,FULL_TIME
Data Platform Engineering Manager,Gannett,Virginia,McLean,59246,102681,3.0,2020-04-25,2020-06-06,FULL_TIME
Data Engineer/Architect,Booz Allen Hamilton Inc.,Virginia,McLean,74916,128610,3.7,2020-04-24,2020-06-06,FULL_TIME
"Program Manager, Research Data Repository and Neurosciences",Gryphon Technologies,Maryland,Rockville,51477,119471,3.2,2020-05-01,2020-06-06,FULL_TIME
Data Analytics Engineer,The Aerospace Corporation,Virginia,Chantilly,67260,114066,3.8,2020-05-01,2020-06-06,FULL_TIME
Data Engineer - Batch Capability Specialist,Volant Associates,Virginia,Chantilly,82442,108464,4.5,2020-04-30,2020-06-06,FULL_TIME
Sr. Big Data Engineer,Metistream,Virginia,Vienna,106840,122808,0.0,2020-04-28,2020-06-06,FULL_TIME
Medical Data Review Manager RRG,IQVIA,Maryland,Rockville,77496,103937,3.6,2020-04-29,2020-06-06,FULL_TIME
Big Data GIS Technician,BAE Systems USA,Virginia,Sterling,29516,45814,3.6,2020-05-01,2020-06-06,FULL_TIME
"Data Engineer, Associate Principal",Alion Science &amp;amp; Technology,Virginia,Vienna,73494,82162,3.7,2020-04-26,2020-06-06,FULL_TIME
"Data Engineer, Sr",Alion Science &amp;amp; Technology,Virginia,Vienna,97068,111663,3.7,2020-04-26,2020-06-06,FULL_TIME
Data Engineer - Defense & Intelligence,Elder Research,Maryland,Fort Meade,55223,108855,3.8,2020-05-06,2020-06-06,FULL_TIME
Systems Engineer (Data Science) - TS/SCI with Poly Required,LMI,Virginia,Herndon,59390,121068,3.9,2020-05-01,2020-06-06,FULL_TIME
Big Data Engineer(10+years Experience Mandatory),Valsatech Corp,Maryland,Rockville,49942,95289,3.1,2020-05-03,2020-06-06,FULL_TIME
Data Engineer (Data Capture) - Clearance Required,LMI,Virginia,Fort Belvoir,58494,111198,3.9,2020-04-28,2020-06-06,FULL_TIME
Data Engineer active TS/SCI,LMI,Virginia,Fort Belvoir,74618,125784,3.9,2020-04-28,2020-06-06,FULL_TIME
Sr. Manager Data Engineer,Capital One,Virginia,McLean,110852,124507,3.8,2020-04-24,2020-06-06,FULL_TIME
Lead Data Engineer with Security Clearance,"Moseley Technical Services, Inc.",Virginia,Chantilly,71750,125877,4.3,2020-04-29,2020-06-06,FULL_TIME
Data Engineer - Card Technology,Capital One,Virginia,McLean,96672,107942,3.8,2020-05-03,2020-06-06,FULL_TIME
Data Science Research Associate,Battelle,Virginia,Chantilly,62031,69004,3.0,2020-05-05,2020-06-06,FULL_TIME
User Interface Developer Data Lake - TS/SCI with Poly,Leidos,Virginia,Reston,66139,119419,3.4,2020-04-25,2020-06-06,FULL_TIME
Data Visualization Designer,Capital One,Virginia,Vienna,62030,79490,3.8,2020-04-30,2020-06-06,FULL_TIME
Data Governance Subject Matter Expert,LMI,Virginia,Springfield,112682,233609,3.9,2020-04-29,2020-06-06,FULL_TIME
Data Format and Standards Engineer,The Aerospace Corporation,Virginia,Chantilly,62762,133644,3.8,2020-04-30,2020-06-06,FULL_TIME
Data Visualization Developer (TS/SCI w/ Poly),LMI,Virginia,Herndon,70408,117126,3.9,2020-04-30,2020-06-06,FULL_TIME
Data Science Instructor,Noblis,Virginia,Chantilly,75835,101374,4.0,2020-04-30,2020-06-06,FULL_TIME
Lead Data Engineer,Denken Solutions,Virginia,Chantilly,93470,116335,4.4,2020-05-06,2020-06-06,FULL_TIME
Big Data Engineer,Perspecta,Maryland,Fort Meade,86531,91521,3.0,2020-04-28,2020-06-06,FULL_TIME
Director of Digital Data & Analytics Architecture,MAXIMUS,Virginia,Reston,91864,140538,2.9,2020-04-30,2020-06-06,FULL_TIME
Data Analyst (Expert) TS/SCI with poly,Leidos,Virginia,Herndon,55691,72574,3.4,2020-04-28,2020-06-06,FULL_TIME
"Data Science Director | MD - Maryland, UK - Cambridge, SE - Gothenburg",HopHR,Maryland,Gaithersburg,179685,204079,0.0,2020-04-24,2020-06-06,FULL_TIME
Data Engineer III,Reed Business Information,Virginia,Reston,112723,123341,3.7,2020-04-25,2020-06-06,FULL_TIME
Lead Data Engineer,Moseley Technical Services,Virginia,Chantilly,71750,125877,4.3,2020-04-29,2020-06-06,FULL_TIME
Software Engineer/Data Engineer,BlueVoyant,Maryland,College Park,86739,103675,4.2,2020-04-30,2020-06-06,FULL_TIME
Enterprise Data Center Network Engineer,The Aerospace Corporation,Virginia,Chantilly,78557,221319,3.8,2020-04-24,2020-06-06,FULL_TIME
Data Warehouse Engineer,BAE Systems USA,Virginia,Sterling,98142,126532,3.6,2020-05-01,2020-06-06,FULL_TIME
Data Scientist Lead with Security Clearance,Booz Allen Hamilton,District of Columbia,Washington,96151,159959,3.7,2020-04-29,2020-06-06,FULL_TIME
"Data Scientist, Mid with Security Clearance",Booz Allen Hamilton,District of Columbia,Washington,54297,96539,3.7,2020-05-02,2020-06-06,FULL_TIME
Data Scientist with Security Clearance,Booz Allen Hamilton,District of Columbia,Washington,54297,96539,3.7,2020-04-29,2020-06-06,FULL_TIME
"Data Scientist, Lead with Security Clearance",Booz Allen Hamilton,Virginia,Arlington,96151,159959,3.7,2020-05-06,2020-06-06,FULL_TIME
"Data Scientist, Senior with Security Clearance",Booz Allen Hamilton,Virginia,Arlington,89104,149295,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Science and Machine Learning Engineer,Booz Allen Hamilton Inc.,District of Columbia,Washington,59894,108894,3.7,2020-05-01,2020-06-06,FULL_TIME
Data Science and Machine Learning Engineer with Security Clearance,Booz Allen Hamilton,District of Columbia,Washington,74364,132506,3.7,2020-04-28,2020-06-06,FULL_TIME
"Data Engineer, Lead with Security Clearance",Booz Allen Hamilton,Virginia,Arlington,95665,165443,3.7,2020-05-02,2020-06-06,FULL_TIME
"Data Analyst, Mid with Security Clearance",Booz Allen Hamilton,Virginia,Arlington,51373,92403,3.7,2020-05-06,2020-06-06,FULL_TIME
Data Engineer/Architect with Security Clearance,Booz Allen Hamilton,Virginia,McLean,74916,128610,3.7,2020-04-24,2020-06-06,FULL_TIME
Data Engineer with Security Clearance,Booz Allen Hamilton,Virginia,Arlington,58824,112227,3.7,2020-05-02,2020-06-06,FULL_TIME
"Data Engineer, Mid with Security Clearance",Booz Allen Hamilton,Virginia,Herndon,58824,112227,3.7,2020-05-07,2020-06-06,FULL_TIME
"Data Modeler, Senior with Security Clearance",Booz Allen Hamilton,Virginia,Springfield,90454,151998,3.7,2020-04-28,2020-06-06,FULL_TIME
"Data Engineer, Senior with Security Clearance",Booz Allen Hamilton,Virginia,Herndon,91443,155868,3.7,2020-05-02,2020-06-06,FULL_TIME
